default.payment.next.month,meses_con_atraso,PAY_0,meses_sin_pago,LIMIT_BAL,pago_promedio_6m,volatilidad_facturacion
1,0,0,0,20000.0,755.6666666666666,2675.411177121503
0,0,-1,0,220000.0,10300.5,29265.02487555182
0,0,0,0,70000.0,2075.8333333333335,15908.770097025099
0,2,2,1,330000.0,4911.666666666667,4300.637007080075
0,0,0,0,50000.0,803.1666666666666,13641.573170520573
1,0,0,0,360000.0,8734.0,33365.65073694802
0,0,0,0,390000.0,10371.5,29529.644946505312
0,0,0,0,360000.0,10833.666666666666,67620.22479825593
1,2,0,1,30000.0,886.3333333333334,1209.1234290454663
0,0,0,0,120000.0,5470.0,6538.813093113052
0,0,0,0,20000.0,1541.0,1504.3290420206167
0,0,0,1,50000.0,1719.3333333333333,1822.7010085767404
1,4,2,2,110000.0,4692.666666666667,3586.40871439197
0,5,2,2,50000.0,1574.0,8033.103594916891
1,3,2,0,30000.0,2887.0,2326.630990652937
1,0,0,0,50000.0,6795.666666666667,23763.97401670576
0,0,0,0,90000.0,2489.6666666666665,15634.357895353427
1,0,-1,2,150000.0,7116.333333333333,13108.028496561436
1,4,3,2,100000.0,1425.6666666666667,13551.939034691677
1,3,2,0,70000.0,2438.6666666666665,7060.018567019967
0,0,0,0,150000.0,38383.666666666664,44266.22973064983
0,0,0,0,50000.0,9185.166666666666,13477.705630657863
0,0,0,2,150000.0,1000.0,8034.012142136705
0,0,0,0,50000.0,5929.0,10381.997341552347
0,0,0,0,300000.0,21556.833333333332,13641.610453559604
0,0,0,0,50000.0,3323.8333333333335,9758.115215894239
0,1,1,0,380000.0,3500.6666666666665,3503.9683455571726
0,3,1,1,70000.0,4032.0,18330.741781681034
0,0,0,0,360000.0,6528.666666666667,4259.640348667948
0,0,0,2,50000.0,844.5,20325.80122897988
0,3,1,3,20000.0,1013.1666666666666,4340.27415800738
0,0,0,0,80000.0,2757.1666666666665,11736.128676015784
0,2,0,1,30000.0,1255.8333333333333,1420.4950428166467
0,0,0,0,50000.0,9356.333333333334,9184.12022279035
0,0,0,1,30000.0,1256.0,1670.2636518426264
1,0,-1,0,260000.0,3413.8333333333335,3852.8782704189694
0,0,0,3,200000.0,783.3333333333334,4016.9448423729527
1,0,-1,0,50000.0,515.5,2707.118572701733
0,0,0,0,490000.0,3988.5,1360.6903272481459
0,0,-1,1,170000.0,3053.0,2150.6901915431704
0,0,-1,0,500000.0,2147.5,6844.5836591181105
0,1,2,0,220000.0,5958.333333333333,3389.3585627175335
0,0,0,0,150000.0,6000.0,13796.837898591111
0,6,2,2,50000.0,1526.6666666666667,1769.5810803690235
0,0,0,0,50000.0,1383.3333333333333,15387.287618897186
0,0,0,0,100000.0,3247.0,9547.949198649938
0,0,0,0,310000.0,2916.0,5329.570889543234
0,0,0,0,510000.0,15166.666666666666,23691.804650553746
0,5,1,2,200000.0,744.8333333333334,4223.743347632129
0,1,0,1,50000.0,1108.6666666666667,4570.852717673877
0,3,1,4,300000.0,393.8333333333333,4248.508428456588
0,0,-1,2,30000.0,1061.6666666666667,1485.1056079170485
0,1,-1,2,60000.0,489.3333333333333,406.0298839576549
1,1,2,0,140000.0,1291.6666666666667,1563.2009041280226
0,0,0,0,50000.0,3330.1666666666665,7268.016412107685
0,1,0,1,90000.0,3683.3333333333335,1451.6519899755588
0,2,0,2,190000.0,7531.666666666667,9817.271258688264
0,0,0,0,150000.0,5950.666666666667,1557.694920922151
0,0,-1,1,390000.0,4321.833333333333,6663.932492655269
0,0,0,1,30000.0,1795.0,3377.3530710701043
1,1,2,0,240000.0,37162.333333333336,38277.1046432024
0,0,0,0,500000.0,5629.0,10464.064266176249
0,3,2,1,60000.0,1423.3333333333333,1008.8542841593461
0,0,0,0,200000.0,4591.666666666667,4801.022793808281
0,0,0,0,80000.0,1706.1666666666667,26186.44341957622
1,0,0,0,210000.0,1393.6666666666667,709.0646420931357
1,0,0,0,10000.0,883.3333333333334,2451.9464648859416
0,0,0,0,500000.0,4543.333333333333,4198.725159696294
0,0,0,0,270000.0,7916.666666666667,16522.011160872637
0,0,0,0,50000.0,2106.8333333333335,1037.8927529695286
0,2,0,2,120000.0,4429.0,3205.8952207872712
0,0,0,0,280000.0,16582.5,114662.14290238373
0,0,0,0,260000.0,5200.0,4367.670027218936
0,0,-1,0,360000.0,4334.5,2220.206356775574
0,1,1,0,210000.0,806.0,478.5465494599245
0,0,0,0,390000.0,22001.333333333332,41506.576818619964
0,3,0,2,40000.0,1583.3333333333333,1868.3004754767544
0,0,0,0,10000.0,712.8333333333334,3963.180427384047
0,0,-1,2,200000.0,1327.8333333333333,1015.2444861542793
0,0,-1,2,80000.0,1324.3333333333333,1472.6226943789777
0,1,0,1,60000.0,1388.3333333333333,2130.2087847595285
1,4,2,1,130000.0,1983.3333333333333,1294.550217900668
0,0,0,0,100000.0,7990.833333333333,9616.24567940455
0,2,-1,2,20000.0,883.3333333333334,1712.260659673832
0,0,0,0,460000.0,7461.0,4938.038800981621
0,0,0,0,80000.0,3029.3333333333335,13798.330600716403
0,0,0,0,240000.0,7770.833333333333,11566.436356977027
0,0,0,0,200000.0,2516.6666666666665,26929.793075699636
0,1,2,1,260000.0,827.0,332.9903402002326
0,0,0,0,90000.0,2804.8333333333335,23176.941230455755
0,0,0,0,320000.0,11246.5,12370.170822048767
0,0,0,0,280000.0,27656.666666666668,91411.91761125387
1,4,1,2,120000.0,2833.3333333333335,4103.745740174457
0,0,0,0,50000.0,1079.6666666666667,3633.09750763725
1,6,2,6,10000.0,0.0,244.94897427831782
0,0,0,0,70000.0,1424.6666666666667,22542.967237403922
0,1,0,1,210000.0,2716.6666666666665,2401.7040964004427
0,0,-1,0,140000.0,1581.1666666666667,1138.3459345324982
0,0,0,2,30000.0,935.6666666666666,13807.952757982142
1,3,1,1,110000.0,1294.3333333333333,16213.809946051135
0,3,0,1,20000.0,833.3333333333334,414.90790142713195
0,0,0,0,220000.0,5331.333333333333,5533.43365370906
0,0,0,0,150000.0,10286.333333333334,19962.581526445923
0,5,1,2,140000.0,2633.3333333333335,4740.7459188050425
0,0,0,0,80000.0,2276.8333333333335,25537.83503483932
0,0,0,0,200000.0,4705.5,32354.86465226932
0,0,-1,1,400000.0,787.6666666666666,1595.3809158525955
0,2,2,0,130000.0,2808.1666666666665,19391.582008696456
0,0,0,0,50000.0,1249.3333333333333,4134.445053450341
1,0,0,0,190000.0,17524.833333333332,27361.978542617613
1,0,0,0,470000.0,1061.1666666666667,986.4556080567776
0,1,-1,1,280000.0,2694.0,1404.5488124898566
0,0,-1,0,460000.0,15831.333333333334,4807.60195593049
0,0,0,0,340000.0,4750.0,26266.926928490637
0,0,0,0,110000.0,4833.333333333333,2028.282762995995
0,0,-1,0,440000.0,5539.333333333333,6217.072172654906
0,6,1,2,30000.0,716.6666666666666,1181.9136460277741
0,0,-1,0,300000.0,14933.166666666666,7009.6555526407055
0,0,0,0,60000.0,2800.0,3546.564234109777
1,0,-1,1,180000.0,991.6666666666666,842.1386267513601
1,4,1,1,30000.0,1288.8333333333333,1655.5776534692254
0,0,-1,0,360000.0,22284.5,9323.154067517422
0,0,0,0,70000.0,1736.8333333333333,8703.869461337295
0,0,0,4,150000.0,2700.0,21778.905755340416
0,1,1,1,500000.0,48111.333333333336,41273.76276360888
1,2,1,1,260000.0,5638.333333333333,35223.31481703561
0,0,0,0,140000.0,5616.666666666667,1438.348972491261
1,1,0,2,10000.0,1063.0,2956.4901093470057
0,0,0,0,210000.0,3203.5,42164.959165955166
1,2,2,1,20000.0,996.6666666666666,1479.4796945773426
0,0,-1,0,240000.0,1883.5,1007.2510610567755
1,6,5,4,30000.0,717.3333333333334,598.6370352726266
0,0,-1,1,60000.0,7976.0,4801.2578664345865
0,0,0,0,100000.0,1864.0,5749.697963081771
0,0,-1,0,500000.0,68256.0,30847.18433666191
0,0,-1,0,50000.0,2350.0,2433.414179022278
0,0,-1,1,80000.0,10190.166666666666,15475.17400763774
1,4,2,2,20000.0,1050.0,1694.9846016999682
0,0,0,0,500000.0,5002.5,2694.326019619749
0,0,0,0,140000.0,1697.8333333333333,9928.962538956424
0,0,0,0,500000.0,7421.5,124947.48722189921
1,1,2,0,50000.0,1224.3333333333333,13013.096490331063
1,0,0,0,170000.0,4850.0,40821.07960682406
0,1,0,1,220000.0,12500.0,17032.961911149414
1,6,2,1,70000.0,2544.1666666666665,2800.139925075174
0,0,0,0,360000.0,3950.5,9972.04385603406
0,0,0,1,430000.0,10217.5,11902.539779391624
0,3,2,1,20000.0,3843.0,8345.448502027917
0,0,-1,2,200000.0,1011.1666666666666,1049.7331089376958
0,0,-1,0,200000.0,6477.666666666667,5798.415565192501
0,0,0,0,80000.0,2584.0,10307.883534783785
0,1,2,0,130000.0,5066.666666666667,22956.928720250595
0,0,-1,1,150000.0,3726.8333333333335,3220.324191754613
1,5,2,1,150000.0,1150.0,1126.1743648298873
1,3,2,0,190000.0,1500.0,2302.2059638529304
0,0,-1,2,80000.0,325.0,159.21683328090657
0,4,-1,3,260000.0,4384.666666666667,7694.404739809312
1,6,2,0,80000.0,2550.0,2151.087817826134
0,0,-1,1,260000.0,634.6666666666666,638.9812986308754
1,1,2,0,260000.0,5500.0,3625.6746360734946
0,4,2,3,50000.0,641.5,889.4699545234791
0,0,0,0,50000.0,3981.1666666666665,3948.4056740242213
1,3,-1,3,50000.0,726.6666666666666,1194.632328375555
0,1,0,1,310000.0,1505.5,11250.41571528211
0,0,0,0,50000.0,592.8333333333334,9124.380894066184
0,0,0,1,140000.0,2916.6666666666665,32442.38694054431
1,2,2,1,100000.0,2352.1666666666665,7315.316634751134
0,2,1,1,20000.0,687.0,343.3095784662389
1,1,0,1,120000.0,825.0,671.955950937262
0,0,0,0,30000.0,1991.6666666666667,1714.3883749022566
1,1,0,0,20000.0,978.6666666666666,386.84195739345546
0,3,0,2,40000.0,3333.3333333333335,1574.376500925578
0,1,0,5,20000.0,494.5,7491.032363210471
1,5,4,3,100000.0,1732.5,2855.7725224534256
0,0,0,0,80000.0,3743.5,1556.2801375930578
0,0,0,1,30000.0,11036.5,9970.047791593914
1,3,1,1,120000.0,316.6666666666667,162.339664489818
1,4,2,2,70000.0,1371.6666666666667,1828.4924664870787
0,0,0,0,150000.0,6059.0,5931.302074586995
0,2,1,1,80000.0,2514.1666666666665,2841.3804156899982
0,0,0,0,90000.0,2886.8333333333335,13348.211706691898
0,0,0,0,20000.0,1891.8333333333333,8159.0459164455415
0,1,1,0,240000.0,4833.333333333333,7813.529616419629
1,4,2,1,50000.0,1241.6666666666667,2939.837847002223
0,0,0,0,250000.0,18186.666666666668,88136.64550401269
0,0,-1,0,150000.0,22058.0,10784.323951922068
1,0,-1,0,240000.0,7331.333333333333,8973.867276709636
0,0,0,0,450000.0,4182.0,4602.027944287171
1,2,-1,2,50000.0,669.5,646.1450043656351
0,0,0,1,70000.0,2668.6666666666665,22432.219870088647
0,0,0,0,80000.0,2253.0,5697.58555003784
0,0,-1,1,50000.0,2114.3333333333335,1591.89823795367
1,1,2,0,30000.0,1125.3333333333333,9177.479022040858
0,0,0,0,50000.0,1440.3333333333333,9497.51375185457
0,0,0,0,70000.0,2416.6666666666665,11859.922738646601
1,0,0,0,50000.0,840.8333333333334,1161.7722238029278
1,1,0,1,100000.0,1801.8333333333333,5316.843076488152
0,0,0,0,200000.0,1853.3333333333333,3049.4110524274465
1,0,-1,0,240000.0,4569.666666666667,3328.272670119843
0,3,2,0,90000.0,863.6666666666666,10024.672212430023
0,0,0,0,50000.0,923.6666666666666,1136.5564951495667
0,0,0,0,80000.0,2083.3333333333335,13657.312546764097
0,0,0,0,350000.0,8908.333333333334,53481.169403819134
1,0,0,0,160000.0,3589.8333333333335,24804.77118150189
1,0,0,0,70000.0,1569.8333333333333,43742.37294279617
0,0,0,0,80000.0,1644.6666666666667,3622.7810127948205
1,4,2,3,110000.0,3450.0,2651.7904140410496
0,1,0,1,30000.0,892.1666666666666,708.981711094628
0,1,0,5,30000.0,583.3333333333334,5819.876026743755
1,1,0,1,200000.0,3014.5,8882.883015477952
0,0,0,0,290000.0,5383.333333333333,7575.023951557293
0,0,0,0,220000.0,2966.6666666666665,2646.6438118240744
0,0,0,1,180000.0,11704.666666666666,15355.17449917128
0,0,0,0,500000.0,2610.3333333333335,6895.483780465781
1,4,3,3,100000.0,3341.0,2442.5904009200285
0,0,0,0,100000.0,1417.3333333333333,913.8392455277168
1,2,2,1,130000.0,5483.166666666667,20828.861819600224
1,0,0,2,10000.0,450.1666666666667,3986.496941760606
0,0,-1,1,50000.0,5141.666666666667,14352.138912603466
0,0,0,0,240000.0,5606.0,24112.730878106693
0,3,-1,1,230000.0,1092.0,1401.4487741857233
0,0,-1,0,50000.0,1666.6666666666667,11479.595005922465
0,0,0,0,300000.0,6352.333333333333,6686.882980881302
0,1,-1,2,110000.0,288.3333333333333,215.9283831891182
0,1,1,0,50000.0,13332.5,20662.711516158764
0,0,0,0,70000.0,2613.0,1817.1520207915094
0,0,0,0,110000.0,4550.0,1576.085879639812
0,0,0,0,120000.0,10547.833333333334,37916.65594783732
0,0,-1,0,290000.0,6374.0,5224.08864460268
0,0,0,0,20000.0,1032.3333333333333,3433.112606173393
1,0,0,0,50000.0,1601.3333333333333,4158.418433330954
0,0,0,0,50000.0,3010.0,2902.8640856919224
0,0,0,2,60000.0,3140.6666666666665,3430.010519906122
0,0,-1,0,330000.0,10775.666666666666,9185.91844981582
0,2,0,1,60000.0,1800.0,11778.121504156199
0,0,0,0,180000.0,4919.0,10768.078076735266
0,6,1,0,80000.0,2285.8333333333335,1726.1945911937817
0,1,0,1,180000.0,4750.333333333333,4113.656009763902
0,0,-1,0,380000.0,30231.666666666668,30584.53617543785
0,0,-1,0,160000.0,12805.333333333334,3571.9844204587453
0,0,0,0,120000.0,3912.6666666666665,16608.056257932974
0,0,0,0,330000.0,13918.0,56135.0239526685
0,1,1,0,200000.0,6346.666666666667,3392.5432790164964
0,0,0,0,340000.0,8971.833333333334,35681.73265411869
0,0,-1,0,500000.0,45585.833333333336,30772.96838244024
0,0,0,0,50000.0,1104.8333333333333,5655.285739907401
0,0,-1,0,170000.0,2214.6666666666665,507.46129573265654
0,2,1,0,260000.0,4171.833333333333,30881.130853645886
0,1,0,0,400000.0,27118.333333333332,70140.41134657442
0,0,-1,0,380000.0,14000.166666666666,10795.772309875132
1,1,0,3,50000.0,948.3333333333334,2606.7431531830416
0,0,-1,0,130000.0,390.0,0.0
0,1,1,0,110000.0,13605.0,24495.37666581186
0,0,0,0,190000.0,6936.0,7184.796515327811
0,2,0,1,50000.0,1633.3333333333333,8787.738785755222
1,1,2,0,20000.0,2743.0,2747.9811801878604
1,2,1,1,250000.0,13631.833333333334,29096.554233562892
0,0,0,1,50000.0,3901.1666666666665,7174.492000599531
0,3,0,2,300000.0,7558.333333333333,6723.31133941205
1,6,2,2,30000.0,1050.0,887.0202741012556
0,2,2,1,50000.0,4168.0,19395.31814296086
0,0,0,0,50000.0,733.3333333333334,1220.775600455164
0,1,0,0,190000.0,6383.333333333333,47437.634534899255
0,1,0,1,140000.0,8438.5,6568.7975282137195
1,2,0,2,10000.0,711.6666666666666,981.8757049647373
0,0,0,0,180000.0,3434.3333333333335,3521.0669216398983
0,0,-1,0,200000.0,12394.333333333334,882.7861953308211
1,0,-1,0,170000.0,326.0,309.86045246207203
0,3,1,2,50000.0,800.0,878.9320223999123
1,6,2,6,50000.0,0.0,0.0
0,0,0,1,80000.0,1020.1666666666666,10956.550454712771
0,0,-1,2,200000.0,1182.6666666666667,1730.0081406359527
0,1,-1,2,140000.0,325.0,201.39513400278568
1,2,1,1,290000.0,6333.333333333333,76700.21106533323
1,0,0,0,50000.0,2267.3333333333335,14509.676808943746
0,0,0,4,10000.0,443.3333333333333,1288.6707363274245
0,1,2,0,80000.0,6795.666666666667,19075.30767685456
1,0,0,0,20000.0,2608.0,7165.497742655425
1,0,0,0,60000.0,1422.6666666666667,15491.616826529114
0,0,-1,1,360000.0,158.33333333333334,245.5576646465483
0,0,0,0,100000.0,2357.3333333333335,20965.937209356194
0,0,0,0,30000.0,1209.3333333333333,1435.5190002225677
0,0,0,1,330000.0,4836.666666666667,77173.2014773695
0,1,-1,4,20000.0,340.6666666666667,319.75407216588604
0,6,1,3,80000.0,1583.3333333333333,6887.042376811689
1,0,0,0,90000.0,2298.1666666666665,1293.787733749242
0,0,0,0,20000.0,1028.0,642.924464199852
0,0,-1,3,200000.0,1121.0,2124.190732177002
0,0,0,0,170000.0,4292.166666666667,13806.499015560268
0,0,0,2,180000.0,769.8333333333334,2013.2639585177762
0,0,0,0,50000.0,1289.5,31850.810047260442
0,0,-1,1,360000.0,15122.166666666666,17608.678183403394
1,4,0,2,80000.0,3483.3333333333335,2126.2176432968163
1,6,2,3,60000.0,9503.333333333334,3122.8806359940604
0,0,-1,1,150000.0,1271.5,840.4688374155622
0,0,0,0,120000.0,4609.666666666667,1129.2147123849684
0,0,-1,0,430000.0,5724.5,6701.308451837348
0,0,0,0,360000.0,20236.333333333332,53608.02350550398
0,0,-1,0,200000.0,431.8333333333333,61.67792689987778
0,1,0,1,50000.0,2215.3333333333335,3326.82030874327
0,0,0,1,150000.0,2175.8333333333335,26266.39483954101
0,0,0,0,20000.0,597.3333333333334,3348.1662692683985
0,0,0,0,20000.0,1344.0,2261.994871789059
1,3,1,3,50000.0,3550.5,22576.20658495724
1,0,0,0,260000.0,6156.333333333333,11584.19788763987
1,0,0,0,230000.0,1833.3333333333333,3172.6871260809817
0,3,1,1,30000.0,1730.8333333333333,1347.3457858570184
1,6,3,2,20000.0,1166.6666666666667,8556.235396870907
1,1,2,1,260000.0,731.6666666666666,265.04773155037566
1,0,0,0,230000.0,2250.0,13493.209309377316
0,0,0,0,120000.0,1626.3333333333333,2256.2378790071466
0,0,0,0,270000.0,5331.333333333333,14897.14706915388
0,0,0,0,70000.0,4380.666666666667,10177.556951449596
0,1,0,1,60000.0,2356.1666666666665,1909.051666840546
0,0,0,0,180000.0,5250.0,7125.676456777046
1,1,0,1,160000.0,674.1666666666666,11015.697012294168
1,2,3,0,50000.0,645.5,1187.9460285158862
0,1,1,2,80000.0,1459.8333333333333,706.9254557589505
0,0,0,0,30000.0,1016.6666666666666,6579.549389332576
0,0,0,0,90000.0,1442.8333333333333,1193.1411344290611
0,0,0,3,130000.0,1694.8333333333333,4419.849122613425
1,2,0,2,20000.0,1200.0,1971.010172475018
0,0,-1,2,300000.0,1051.8333333333333,1334.4045363631924
0,0,0,0,160000.0,4467.5,8779.679031718642
1,3,2,1,50000.0,900.0,16352.725334532672
0,0,0,0,20000.0,3566.6666666666665,5805.369445608091
1,6,2,2,240000.0,6250.0,4279.763903145437
1,6,2,0,200000.0,6516.666666666667,5486.155256643764
1,1,-1,4,200000.0,695.6666666666666,811.2316561870598
0,0,-1,0,260000.0,7459.0,3146.1001891230358
0,0,-1,0,360000.0,13840.666666666666,8791.979468053065
0,0,0,0,280000.0,27886.5,143704.59769042418
0,0,0,0,360000.0,8085.333333333333,4950.7076531205785
0,0,-1,0,420000.0,5930.333333333333,1460.1065714529198
0,1,2,1,50000.0,5792.0,12436.437737551698
0,0,0,0,50000.0,1313.3333333333333,14879.785384877028
0,1,-1,0,80000.0,13939.333333333334,980.9357607237422
0,4,2,2,80000.0,1581.8333333333333,11698.98316379106
0,0,0,0,20000.0,1833.3333333333333,1354.920760290677
0,0,0,0,460000.0,7181.833333333333,5781.9899832727715
0,0,0,0,120000.0,3225.6666666666665,5381.566748324011
0,6,1,4,20000.0,383.3333333333333,406.46508665156796
0,0,0,0,290000.0,14940.333333333334,26977.518195712517
0,0,0,0,50000.0,947.3333333333334,4738.760952682322
0,0,0,3,200000.0,1234.6666666666667,10241.35969488427
0,2,0,3,20000.0,1069.8333333333333,9226.67935211074
0,0,0,0,100000.0,2020.0,2108.005858625635
0,0,0,0,260000.0,4948.333333333333,3371.329510247651
0,3,4,6,20000.0,0.0,5571.677177176247
0,1,0,1,10000.0,1017.0,1589.670584324522
0,0,0,0,130000.0,3931.1666666666665,6564.717310491493
0,0,0,0,150000.0,3263.5,2125.3585109340966
0,0,-1,0,120000.0,291.0,0.0
0,0,0,0,30000.0,826.3333333333334,1340.588378287683
0,0,0,0,260000.0,5525.333333333333,40550.98827279059
1,0,-1,0,60000.0,351.0,61.237243569579455
0,0,0,0,70000.0,1426.8333333333333,31906.17234329433
0,2,2,1,110000.0,4333.333333333333,11482.80004180165
0,0,-1,0,180000.0,30715.5,12254.381888396767
1,3,2,1,50000.0,843.6666666666666,10556.506879645369
0,0,0,2,90000.0,661.8333333333334,25492.602124276502
1,3,1,2,20000.0,2429.3333333333335,3492.8954178446284
0,1,-1,1,220000.0,10404.5,17409.14808560909
0,1,0,2,240000.0,1125.8333333333333,3129.205484890161
0,0,0,0,440000.0,20500.0,27757.37927831084
0,6,5,2,60000.0,1550.5,1836.9901197339086
0,0,-1,0,380000.0,9470.0,3175.487768306889
1,6,2,2,30000.0,1076.6666666666667,817.6319465382942
0,0,0,0,120000.0,13745.666666666666,27386.616800303513
0,1,0,1,90000.0,2350.8333333333335,3254.0242008934106
0,0,-1,1,10000.0,455.3333333333333,2830.4506649413033
1,3,2,2,20000.0,1166.6666666666667,1570.8565073445336
1,6,2,2,80000.0,2030.0,2331.853576020587
0,0,0,0,610000.0,1751.6666666666667,17567.556547985456
1,1,1,2,50000.0,517.6666666666666,510.0613361809212
1,0,0,0,130000.0,5083.333333333333,3011.266887319466
0,0,0,0,160000.0,5996.5,62382.40648452094
0,3,0,1,200000.0,7086.166666666667,10633.067873384427
0,1,0,2,20000.0,1361.6666666666667,1368.5509733534468
0,0,0,0,50000.0,1454.6666666666667,16335.259476563777
1,6,1,1,30000.0,1196.6666666666667,1274.6780639309152
0,0,0,0,140000.0,5319.5,3549.139764318484
0,6,1,3,160000.0,916.6666666666666,1011.7414030604197
0,0,0,0,320000.0,13343.666666666666,269.64470450329014
0,0,0,0,50000.0,1582.8333333333333,20850.879716852873
0,0,0,0,110000.0,4360.666666666667,1930.3953394749653
0,0,0,0,530000.0,8166.666666666667,42084.77177990474
1,0,0,0,80000.0,1162.3333333333333,10864.26559720751
1,1,2,0,190000.0,5563.833333333333,37824.173156417666
0,0,-1,0,500000.0,7679.333333333333,6033.211240016934
0,1,1,2,270000.0,1943.1666666666667,1811.2261500615175
0,2,2,1,20000.0,707.1666666666666,447.2805234600168
1,2,0,1,90000.0,1292.5,1993.2215130285947
0,3,1,5,10000.0,169.83333333333334,2742.6965866946834
0,0,0,1,320000.0,1109.1666666666667,2819.644120570301
0,0,0,1,190000.0,7322.666666666667,21157.771052263513
0,0,0,0,180000.0,6061.666666666667,5415.40660215525
0,2,1,0,150000.0,3826.6666666666665,14639.590522506656
1,3,1,3,50000.0,5469.666666666667,8279.605532068945
0,6,1,2,50000.0,1522.1666666666667,1428.2392890082062
0,0,0,0,50000.0,1870.0,11666.856293220839
0,0,0,0,340000.0,8850.833333333334,20587.056610080683
0,1,-1,1,230000.0,564.6666666666666,466.7024748166652
0,0,-1,0,120000.0,4596.333333333333,2489.362789952481
0,5,1,2,30000.0,916.6666666666666,2609.89415494192
0,0,-1,0,240000.0,15057.333333333334,8561.215460824862
0,1,0,0,210000.0,4166.666666666667,1429.9767014419033
0,2,1,1,20000.0,824.8333333333334,486.774554251418
1,0,0,0,20000.0,958.5,1151.1937137887205
0,2,1,3,110000.0,1181.8333333333333,2383.0114281443693
0,0,0,0,130000.0,3270.8333333333335,2520.0215607543255
0,0,0,0,80000.0,3333.3333333333335,2937.0690832869427
1,2,1,1,20000.0,677.1666666666666,655.178041960097
1,2,-1,2,10000.0,1266.6666666666667,2137.265768842674
0,0,-1,0,180000.0,12871.333333333334,5662.91474125001
0,0,0,0,280000.0,2840.0,43901.31727142896
1,6,2,2,220000.0,2716.6666666666665,39407.90968532417
1,4,3,2,260000.0,5316.666666666667,3108.128247032287
0,2,1,3,30000.0,503.3333333333333,6697.519194945742
0,0,0,0,150000.0,6016.666666666667,1137.2337930258668
0,0,0,0,160000.0,2112.6666666666665,1687.934052819205
0,1,1,1,20000.0,2078.6666666666665,5565.979533439435
0,0,0,0,280000.0,35390.666666666664,81175.00623139284
0,0,0,0,50000.0,702.8333333333334,947.3948842307872
0,1,0,2,230000.0,5000.0,23550.356342668503
0,0,0,0,60000.0,2833.3333333333335,12405.823304668926
1,1,2,0,100000.0,3000.0,10655.93651288645
0,0,0,0,30000.0,1416.6666666666667,1731.4390546594473
1,5,6,3,200000.0,842.5,5409.654246499185
0,0,0,0,30000.0,1750.0,2131.45734182038
0,0,0,0,130000.0,6790.0,49998.396718294876
0,0,0,0,120000.0,1583.3333333333333,11131.180757972925
0,0,0,1,20000.0,4730.5,7335.46472056588
0,3,2,2,30000.0,1275.6666666666667,1405.994132277941
0,0,0,0,70000.0,1661.6666666666667,16465.430448872772
0,0,0,0,80000.0,6262.166666666667,23612.957565003726
0,0,0,0,80000.0,1064.1666666666667,2224.6434995297564
0,0,0,0,100000.0,3166.6666666666665,17018.990212896493
0,0,0,0,570000.0,7958.333333333333,16866.677982539022
0,1,2,1,170000.0,385.0,208.20662813657015
0,1,1,0,50000.0,5263.166666666667,2729.000580188041
0,0,0,0,310000.0,10921.166666666666,22514.021439242406
1,1,0,1,140000.0,4010.5,6057.170541322629
0,1,0,0,200000.0,12780.666666666666,12193.601825000957
1,0,0,2,300000.0,3893.8333333333335,3128.5306721633187
0,0,0,0,300000.0,11001.0,21480.93180163902
0,0,0,0,140000.0,26833.333333333332,31331.00588022457
0,0,-1,0,560000.0,57463.833333333336,34941.14692116826
1,6,1,3,200000.0,10833.333333333334,14944.213047196563
0,0,0,0,230000.0,5452.0,6258.149803789189
1,3,0,2,200000.0,1000.0,1422.6168376153385
1,6,2,3,160000.0,2500.0,3710.6725895269537
0,0,0,0,220000.0,8401.333333333334,21278.427911854767
0,0,0,0,60000.0,1883.3333333333333,12871.76925549346
1,3,2,2,390000.0,1769.3333333333333,20573.45530288969
0,0,0,0,360000.0,1250.3333333333333,1467.8463702535992
0,0,0,0,20000.0,2600.0,564.3529628403369
0,0,-1,0,500000.0,16076.166666666666,23630.027324712653
0,0,-1,2,90000.0,2682.0,2575.3088358486248
0,0,0,0,30000.0,1322.0,767.1594358410773
0,0,0,0,10000.0,730.8333333333334,325.92846863486267
0,0,0,0,40000.0,2891.5,3316.0201849003674
0,0,0,0,210000.0,12852.5,1392.0634564080283
0,0,0,0,50000.0,983.8333333333334,12486.758042021956
1,2,0,0,10000.0,800.0,837.8865675018308
0,0,0,0,310000.0,2000.0,2649.750887662209
0,0,-1,2,150000.0,931.8333333333334,1564.7817419691476
1,0,0,0,50000.0,918.5,1159.5804413666178
0,2,0,2,250000.0,3532.1666666666665,3795.921622829779
1,6,2,2,30000.0,1000.0,994.1012859194312
1,0,0,0,30000.0,1407.8333333333333,1133.1347669187455
1,6,2,2,30000.0,1671.5,2282.2424060559388
1,6,8,5,20000.0,130.0,696.7540216365218
0,0,0,0,30000.0,972.8333333333334,1201.9362157230585
1,0,-1,1,300000.0,10741.333333333334,3896.8553475847675
0,1,0,2,30000.0,4910.333333333333,12520.09753423138
1,1,0,1,200000.0,5948.0,6574.307618804179
0,2,0,1,180000.0,5150.0,31134.55645259781
0,0,0,2,70000.0,5692.666666666667,22687.574067464036
0,0,-1,1,190000.0,2743.5,1964.2894644120047
0,0,0,1,300000.0,2229.5,27640.69620686136
0,0,0,0,220000.0,7904.333333333333,7339.0313189139615
1,0,0,0,340000.0,4887.5,8703.38753972651
0,0,0,0,60000.0,2805.1666666666665,12704.857732379376
0,0,-1,0,200000.0,3490.8333333333335,1820.96067136736
0,0,0,1,110000.0,1666.6666666666667,19568.05973689437
